;代码	座标x	座标y	怪物名称		范围	数量	时间(m)	集中刷新坐标机率	名字颜色(0~255)
Gditu1	135	151	变异恶蟹		300	25	10	0	255
Gditu1	135	151	鱼妖		300	30	25	0	255
Gditu1	135	151	瘟疫施法者		300	25	10	0	255
Gditu1	135	151	带毒玄龟		300	25	10	0	255

Gditu1	135	151	邪神傲世→巅峰BOSS	300	1	90	0	249
Gditu1	135	151	蓝色妖兽→王者BOSS	200	2	90	0	249
Gditu1	135	151	恶魔鬼魂→荣耀BOSS	200	5	60	0	249
Gditu1	135	151     阴阳魔王→铂金BOSS	200	8	60	0	249
Gditu1	135	151	蛮荒统领→黄金BOSS	200	20	30	0	23
Gditu1	135	151	烈火魔龙→黄金BOSS	200	20	30	0	23
Gditu1	55	24	恶灵战将→白银BOSS	200	35	15	0	250
Gditu1	55	24	骷髅领主→白银BOSS	200	35	15	0	250

;邪魔怪道二层 OK									
Gditu2	41	55	变异虾怪		100	50	5	0	255
Gditu2	41	55	变异飞鱼		100	50	5	0	255
Gditu2	41	55	瘟疫鱼人		100	50	5	0	255

Gditu2	45	50	邪神傲世→巅峰BOSS	200	1	90	0	249
Gditu2	45	50	蓝色妖兽→王者BOSS	200	1	90	0	249
Gditu2	45	50	恶魔鬼魂→荣耀BOSS	200	2	60	0	249
Gditu2	45	50      阴阳魔王→铂金BOSS	200	3	60	0	249
Gditu2	45	50	蛮荒统领→黄金BOSS	200	15	30	0	23
Gditu2	45	50	烈火魔龙→黄金BOSS	200	15	30	0	23
Gditu2	45	50	恶灵战将→白银BOSS	200	30	15	0	250
Gditu2	45	50	骷髅领主→白银BOSS	200	30	15	0	250


;凌霄宝殿一层 OK 									
pmd1	100	108	石原草蜢		200	5	15	0	255
pmd1	100	108	石原恶灵		200	5	15	0	255
pmd1	100	108	石原妖商		200	5	15	0	255
pmd1	100	108	兽人统帅		200	5	15	0	255
pmd1	100	108	石原守护兽		200	5	15	0	255
pmd1	100	108	邪神傲世→巅峰BOSS	200	1	90	0	249
pmd1	100	108	蓝色妖兽→王者BOSS	200	1	90	0	249
pmd1	100	108	恶魔鬼魂→荣耀BOSS	200	3	60	0	249
pmd1	100	108     阴阳魔王→铂金BOSS	200	5	60	0	249
pmd1	100	108	蛮荒统领→黄金BOSS	200	10	30	0	23
pmd1	100	108	烈火魔龙→黄金BOSS	200	10	30	0	23
pmd1	100	108	恶灵战将→白银BOSS	200	40	15	0	250
pmd1	100	108	骷髅领主→白银BOSS	200	40	15	0	250

;凌霄宝殿二层  OK									
pmd2	154	152	石原草蜢		200	5	60	0	255
pmd2	154	152	石原恶灵		200	5	60	0	255
pmd2	154	152	石原妖商		200	5	60	0	255
pmd2	154	152	兽人统帅		200	5	60	0	255
pmd2	154	152	石原守护兽		200	5	60	0	255

pmd2	154	152	永恒魔王→至尊BOSS	50	1	180	0	249
pmd2	154	152	邪神傲世→巅峰BOSS	50	1	90	0	249
pmd2	154	152	蓝色妖兽→王者BOSS	50	1	90	0	249
pmd2	154	152	恶魔鬼魂→荣耀BOSS	50	1	60	0	249
pmd2	154	152     阴阳魔王→铂金BOSS	50	1	60	0	249
pmd2	154	152	蛮荒统领→黄金BOSS	50	3	30	0	23
pmd2	154	152	烈火魔龙→黄金BOSS	50	3	30	0	23
pmd2	154	152	恶灵战将→白银BOSS	50	5	15	0	250
pmd2	154	152	骷髅领主→白银BOSS	50	5	15	0	250

;凌霄宝殿3  OK									
pmd3	36	30	兽人统帅		200	5	40	0	255
pmd3	36	30	石原守护兽		200	5	40	0	255
pmd3	36	30	永恒魔王→至尊BOSS	200	1	180	0	249
pmd3	36	30	邪神傲世→巅峰BOSS	150	1	90	0	249
pmd3	36	30	蓝色妖兽→王者BOSS	150	1	90	0	249
pmd3	36	30	恶魔鬼魂→荣耀BOSS	150	2	60	0	249
pmd3	36	30      阴阳魔王→铂金BOSS	150	3	60	0	249
pmd3	36	30	蛮荒统领→黄金BOSS	150	5	30	0	23


									
									
;永望城堡一层 OK 									
Hditu1	146      144	石原草蜢		300	50	15	0	255
Hditu1	146      144	石原恶灵		300	50	15	0	255
Hditu1	146      144	石原妖商		300	50	15	0	255
Hditu1	146      144	兽人统帅		300	50	15	0	255
Hditu1	146      144	石原守护兽		300	50	15	0	255
Hditu1	146      144	邪神傲世→巅峰BOSS	200	1	90	0	249
Hditu1	146      144	蓝色妖兽→王者BOSS	200	1	90	0	249
Hditu1	146      144	恶魔鬼魂→荣耀BOSS	200	3	60	0	249
Hditu1	146      144     阴阳魔王→铂金BOSS	300	5	60	0	249
Hditu1	146      144	蛮荒统领→黄金BOSS	200	10	30	0	23
Hditu1	146      144	烈火魔龙→黄金BOSS	200	10	30	0	23
Hditu1	146      144	恶灵战将→白银BOSS	200	40	15	0	250
Hditu1	146      144	骷髅领主→白银BOSS	200	40	15	0	250

;永望城堡二层  OK									
Hditu2	154	152	石原草蜢		200	10	60	0	255
Hditu2	154	152	石原恶灵		200	10	60	0	255
Hditu2	154	152	石原妖商		200	10	60	0	255
Hditu2	154	152	兽人统帅		200	10	60	0	255
Hditu2	154	152	石原守护兽		200	10	60	0	255

Hditu2	154	152	永恒魔王→至尊BOSS	50	1	180	0	249
Hditu2	154	152	邪神傲世→巅峰BOSS	50	1	90	0	249
Hditu2	154	152	蓝色妖兽→王者BOSS	50	1	90	0	249
Hditu2	154	152	恶魔鬼魂→荣耀BOSS	50	3	60	0	249
Hditu2	154	152     阴阳魔王→铂金BOSS	50	5	60	0	249
Hditu2	154	152	蛮荒统领→黄金BOSS	50	5	30	0	23
Hditu2	154	152	烈火魔龙→黄金BOSS	50	5	30	0	23
Hditu2	154	152	恶灵战将→白银BOSS	50	10	15	0	250
Hditu2	154	152	骷髅领主→白银BOSS	50	10	15	0	250

;永望城堡3  OK									
Hditu3	36	30	兽人统帅		200	5	40	0	255
Hditu3	36	30	石原守护兽		200	5	40	0	255
Hditu3	36	30	永恒魔王→至尊BOSS	200	1	180	0	249
Hditu3	36	30	邪神傲世→巅峰BOSS	150	1	90	0	249
Hditu3	36	30	蓝色妖兽→王者BOSS	150	1	90	0	249
Hditu3	36	30	恶魔鬼魂→荣耀BOSS	150	2	60	0	249
Hditu3	36	30      阴阳魔王→铂金BOSS	150	3	60	0	249
Hditu3	36	30	蛮荒统领→黄金BOSS	150	5	30	0	23



;峰回路转  OK									
tmd1	142	158	魔窟锤兵		200	5	20	0	255
tmd1	142	158	魔窟刀客		200	5	20	0	255
tmd1	142	158	重盾使者		200	5	20	0	255
tmd1	142	158	原石雕像		200	5	20	0	255
tmd1	142	158	血池妖灵		200	5	20	0	255
tmd1	142	158	石化巨兽		200	5	20	0	255

tmd1	142	158	永恒魔王→至尊BOSS	150	1	150	0	249
tmd1	142	158	邪神傲世→巅峰BOSS	150	1	90	0	249
tmd1	142	158	蓝色妖兽→王者BOSS	150	1	90	0	249
tmd1	142	158	恶魔鬼魂→荣耀BOSS	150	3	60	0	249
tmd1	142	158	阴阳魔王→铂金BOSS	150	5	60	0	249
tmd1	142	158	蛮荒统领→黄金BOSS	150	8	30	0	23
tmd1	142	158	烈火魔龙→黄金BOSS	150	8	30	0	23
tmd1	142	158	恶灵战将→白银BOSS	150	15	15	0	250
tmd1	142	158	骷髅领主→白银BOSS	150	15	15	0	250


tmd2	27	32	魔窟锤兵		100	2	10	0	255
tmd2	27	32	魔窟刀客		100	2	10	0	255
tmd2	27	32	重盾使者		100	2	10	0	255
tmd2	27	32	原石雕像		100	2	10	0	255
tmd2	27	32	血池妖灵		100	2	10	0	255
tmd2	27	32	石化巨兽		100	2	10	0	255
tmd2	27	32	幽冥灵尊→至尊BOSS	100	1	150	0	249
tmd2	27	32	邪神傲世→巅峰BOSS	150	1	90	0	249
tmd2	27	32	蓝色妖兽→王者BOSS	150	1	90	0	249
tmd2	27	32	恶魔鬼魂→荣耀BOSS	150	1	60	0	249
tmd2	27	32	阴阳魔王→铂金BOSS	150	1	60	0	249
tmd2	27	32	蛮荒统领→黄金BOSS	150	2	30	0	23
tmd2	27	32	烈火魔龙→黄金BOSS	150	2	30	0	23
tmd2	27	32	恶灵战将→白银BOSS	150	3	15	0	250
tmd2	27	32	骷髅领主→白银BOSS	150	3	15	0	250


